dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TF323852,ESM3,120,132,0.9090909090909091,2.3890206813812256,2.3950247764587402
TF323855,ESM3,92,120,0.7666666666666667,2.178354024887085,2.1835086345672607
TF323863,ESM3,4,6,0.6666666666666666,0.20980048179626465,0.2126915454864502
TF323865,ESM3,6,6,1.0,0.2110118865966797,0.21283698081970215
TF323866,ESM3,118,136,0.8676470588235294,4.39208197593689,4.398810863494873
TF323867,ESM3,32,46,0.6956521739130435,0.903761625289917,0.9074897766113281
TF323869,ESM3,2,4,0.5,0.18392729759216309,0.18584227561950684
TF323870,ESM3,100,108,0.9259259259259259,1.9832074642181396,1.9903888702392578
TF323876,ESM3,14,14,1.0,0.3558814525604248,0.35785865783691406
TF323878,ESM3,88,96,0.9166666666666666,1.7613873481750488,1.7654612064361572
TF323879,ESM3,146,158,0.9240506329113924,2.9053356647491455,2.9131340980529785
TF323880,ESM3,202,238,0.8487394957983193,4.511962413787842,4.526108503341675
TF323886,ESM3,0,2,0.0,0.14783120155334473,0.14997553825378418
TF323890,ESM3,296,330,0.896969696969697,5.8921287059783936,5.9167561531066895
TF323891,ESM3,8,10,0.8,0.283893346786499,0.28769779205322266
TF323892,ESM3,138,166,0.8313253012048193,3.0237483978271484,3.03281569480896
TF323897,ESM3,114,138,0.8260869565217391,4.224106311798096,4.231478691101074
TF323910,ESM3,10,20,0.5,0.45343565940856934,0.455521821975708
TF323911,ESM3,6,20,0.3,0.4658043384552002,0.46961116790771484
TF323914,ESM3,16,24,0.6666666666666666,3.6083786487579346,3.6132240295410156
TF323920,ESM3,4,8,0.5,0.2562558650970459,0.25955867767333984
TF323921,ESM3,130,136,0.9558823529411765,2.469879627227783,2.477794647216797
TF323923,ESM3,36,44,0.8181818181818182,0.8717198371887207,0.8745501041412354
TF323924,ESM3,74,78,0.9487179487179487,1.4830927848815918,1.4867827892303467
TF323930,ESM3,48,56,0.8571428571428571,1.082418441772461,1.0844347476959229
TF323931,ESM3,72,86,0.8372093023255814,1.6003687381744385,1.6057088375091553
TF323932,ESM3,126,140,0.9,2.857520818710327,2.8644447326660156
TF323934,ESM3,94,116,0.8103448275862069,2.1214160919189453,2.1277101039886475
TF323935,ESM3,140,156,0.8974358974358975,2.867448091506958,2.8754920959472656
TF323947,ESM3,114,140,0.8142857142857143,2.5808541774749756,2.5878682136535645
TF323955,ESM3,196,240,0.8166666666666667,4.298365592956543,4.313297748565674
TF323956,ESM3,166,200,0.83,3.613765239715576,3.624915599822998
TF323957,ESM3,132,142,0.9295774647887324,2.6126582622528076,2.6207010746002197
TF323976,ESM3,4,4,1.0,0.18467378616333008,0.18987154960632324
TF323998,ESM3,0,2,0.0,0.4197368621826172,0.42803144454956055
TF324004,ESM3,46,62,0.7419354838709677,4.784769535064697,4.7875306606292725
TF324023,ESM3,0,2,0.0,0.19402313232421875,0.19835448265075684
TF324034,ESM3,18,28,0.6428571428571429,0.7027342319488525,0.7069985866546631
TF324035,ESM3,184,218,0.8440366972477065,3.950603485107422,3.9652528762817383
TF324046,ESM3,10,10,1.0,0.2989838123321533,0.3031277656555176
TF324047,ESM3,112,122,0.9180327868852459,2.4572761058807373,2.464688539505005
TF324060,ESM3,178,188,0.9468085106382979,3.3026368618011475,3.3142588138580322
TF324061,ESM3,2,4,0.5,0.42534661293029785,0.4320554733276367
TF324062,ESM3,86,88,0.9772727272727273,1.6278810501098633,1.6325445175170898
TF324064,ESM3,88,118,0.7457627118644068,2.1604623794555664,2.165839910507202
TF324069,ESM3,6,6,1.0,0.21558904647827148,0.2184734344482422
TF324079,ESM3,102,128,0.796875,2.3658623695373535,2.373906373977661
TF324083,ESM3,130,146,0.8904109589041096,2.6739165782928467,2.6810896396636963
TF324092,ESM3,136,160,0.85,2.935472249984741,2.944166898727417
TF324097,ESM3,46,54,0.8518518518518519,1.0496420860290527,1.05363130569458
TF324098,ESM3,134,150,0.8933333333333333,2.639815092086792,2.647174119949341
TF324120,ESM3,202,238,0.8487394957983193,4.220572233200073,4.235118865966797
TF324123,ESM3,76,88,0.8636363636363636,1.659656047821045,1.6631968021392822
TF324125,ESM3,104,114,0.9122807017543859,2.0793652534484863,2.0858774185180664
TF324135,ESM3,48,54,0.8888888888888888,1.0496528148651123,1.0557286739349365
TF324139,ESM3,140,160,0.875,2.896611213684082,2.9047341346740723
TF324148,ESM3,40,52,0.7692307692307693,1.0211138725280762,1.0234334468841553
TF324155,ESM3,94,94,1.0,3.5066566467285156,3.514810800552368
TF324157,ESM3,64,72,0.8888888888888888,4.455801486968994,4.460132837295532
TF324158,ESM3,112,124,0.9032258064516129,2.319777488708496,2.3267550468444824
TF324159,ESM3,118,136,0.8676470588235294,2.5056991577148438,2.512709617614746
TF324161,ESM3,6,12,0.5,0.3520059585571289,0.3551793098449707
TF324163,ESM3,156,178,0.8764044943820225,6.561568737030029,6.5709004402160645
TF324166,ESM3,42,54,0.7777777777777778,1.6449804306030273,1.6491062641143799
TF324175,ESM3,82,90,0.9111111111111111,2.8630378246307373,2.8682117462158203
TF324178,ESM3,10,20,0.5,2.3194169998168945,2.324876308441162
TF324179,ESM3,4,18,0.2222222222222222,0.43048954010009766,0.4314870834350586
TF324180,ESM3,26,28,0.9285714285714286,0.6054086685180664,0.6089081764221191
TF324185,ESM3,132,150,0.88,2.714488983154297,2.7227985858917236
TF324186,ESM3,138,154,0.8961038961038961,2.846120595932007,2.8536548614501953
TF324188,ESM3,158,168,0.9404761904761905,3.05035138130188,3.0594005584716797
