dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TB2:S1256Taxa2_processed,ESMC_300M,54,80,0.675,0.9906270503997803,0.9943878650665283
TB2:S16119_processed,ESMC_300M,34,52,0.6538461538461539,0.5638673305511475,0.5657010078430176
TB2:S15019Taxa4_processed,ESMC_300M,13,25,0.52,0.35947585105895996,0.3605809211730957
TB2:S10038_processed,ESMC_300M,46,62,0.7419354838709677,1.0403621196746826,1.0436842441558838
TB2:S1779_processed,ESMC_300M,414,450,0.92,4.776681423187256,4.8161845207214355
TB2:S10499_processed,ESMC_300M,98,104,0.9423076923076923,1.5010898113250732,1.5067672729492188
TB2:S12384Taxa8_processed,ESMC_300M,230,292,0.7876712328767124,3.675034523010254,3.6992249488830566
TB2:S12306Taxa4_processed,ESMC_300M,112,192,0.5833333333333334,2.017605781555176,2.0274498462677
TB2:S12103Taxa2_processed,ESMC_300M,30,36,0.8333333333333334,0.4682760238647461,0.4697132110595703
TB2:S12018_processed,ESMC_300M,52,74,0.7027027027027027,1.001222848892212,1.0043489933013916
TB2:S12500Taxa1_processed,ESMC_300M,23,29,0.7931034482758621,0.48794102668762207,0.4893453121185303
TB2:S11395Taxa7_processed,ESMC_300M,8,8,1.0,0.14678668975830078,0.14720749855041504
TB2:S15611_processed,ESMC_300M,184,230,0.8,2.556229591369629,2.5694620609283447
TB2:S10876_processed,ESMC_300M,110,122,0.9016393442622951,1.2977280616760254,1.5358684062957764
TB2:S1786Taxa3_processed,ESMC_300M,4,14,0.2857142857142857,0.18740510940551758,0.1879868507385254
TB2:S11555Taxa3_processed,ESMC_300M,193,207,0.9323671497584541,2.4203691482543945,2.4323644638061523
TB2:S993_processed,ESMC_300M,18,32,0.5625,0.5485239028930664,0.5499804019927979
TB2:S11623_processed,ESMC_300M,35,51,0.6862745098039216,0.7388689517974854,0.7411692142486572
TB2:S2076Taxa2_processed,ESMC_300M,60,76,0.7894736842105263,1.2418358325958252,1.2460780143737793
TB2:S10360Taxa1_processed,ESMC_300M,9,23,0.391304347826087,0.3205733299255371,0.32152628898620605
TB2:S12500Taxa2_processed,ESMC_300M,71,77,0.922077922077922,1.3439645767211914,1.349095344543457
TB2:S10000Taxa3_processed,ESMC_300M,75,105,0.7142857142857143,1.4753847122192383,1.4809558391571045
TB2:S10701Taxa24_processed,ESMC_300M,15,33,0.45454545454545453,0.42620205879211426,0.42753028869628906
TB2:S11112Taxa5_processed,ESMC_300M,27,33,0.8181818181818182,0.48416900634765625,0.48555517196655273
TB2:S1894Taxa1_processed,ESMC_300M,138,146,0.9452054794520548,1.570155143737793,1.577010154724121
TB2:S14534Taxa1_processed,ESMC_300M,4,8,0.5,0.1411876678466797,0.1415855884552002
TB2:S12535_processed,ESMC_300M,192,252,0.7619047619047619,3.398576498031616,3.419137477874756
TB2:S12233Taxa1_processed,ESMC_300M,24,36,0.6666666666666666,0.42803192138671875,0.4292910099029541
TB2:S11269Taxa6_processed,ESMC_300M,22,34,0.6470588235294118,0.5435574054718018,0.5452494621276855
TB2:S12202_processed,ESMC_300M,73,91,0.8021978021978022,1.1323096752166748,1.1364071369171143
TB2:S12492Taxa3_processed,ESMC_300M,54,64,0.84375,0.7074778079986572,0.7097616195678711
TB2:S12306Taxa1_processed,ESMC_300M,164,194,0.845360824742268,2.0182437896728516,2.0284721851348877
TB2:S11111Taxa3_processed,ESMC_300M,9,15,0.6,0.25431060791015625,0.25499558448791504
TB2:S12540Taxa8_processed,ESMC_300M,10,12,0.8333333333333334,0.18218040466308594,0.18267560005187988
TB2:S576_processed,ESMC_300M,12,16,0.75,0.22037076950073242,0.22107195854187012
TB2:S1519Taxa2_processed,ESMC_300M,34,44,0.7727272727272727,0.5156815052032471,0.5171597003936768
TB2:S9952_processed,ESMC_300M,41,43,0.9534883720930233,0.6386258602142334,0.6406540870666504
TB2:S137_processed,ESMC_300M,30,38,0.7894736842105263,0.48369312286376953,0.48505592346191406
TB2:S1921Taxa1_processed,ESMC_300M,83,97,0.8556701030927835,1.0964076519012451,1.1001033782958984
TB2:S10632Taxa11_processed,ESMC_300M,4,14,0.2857142857142857,0.24378514289855957,0.24439525604248047
TB2:S16144_processed,ESMC_300M,126,140,0.9,1.5170729160308838,1.5236239433288574
TB2:S1354_processed,ESMC_300M,36,62,0.5806451612903226,0.6898634433746338,0.6919779777526855
TB2:S14534Taxa25_processed,ESMC_300M,11,17,0.6470588235294118,0.24124479293823242,0.24193143844604492
TB2:S12840Taxa1_processed,ESMC_300M,45,53,0.8490566037735849,0.9574737548828125,0.9602479934692383
TB2:S14412Taxa1_processed,ESMC_300M,38,48,0.7916666666666666,0.5455553531646729,0.5473077297210693
TB2:S1196Taxa3_processed,ESMC_300M,23,37,0.6216216216216216,0.5203168392181396,0.5221052169799805
TB2:S14849Taxa3_processed,ESMC_300M,26,40,0.65,0.46636390686035156,0.4678010940551758
TB2:S11103Taxa3_processed,ESMC_300M,28,42,0.6666666666666666,0.488006591796875,0.4894828796386719
TB2:S10673Taxa4_processed,ESMC_300M,142,148,0.9594594594594594,1.5528700351715088,1.5596191883087158
TB2:S1514_processed,ESMC_300M,20,24,0.8333333333333334,0.35476088523864746,0.3557257652282715
TB2:S1102Taxa3_processed,ESMC_300M,31,41,0.7560975609756098,0.5835623741149902,0.585228681564331
TB2:S15492Taxa2_processed,ESMC_300M,13,17,0.7647058823529411,0.26566624641418457,0.26638150215148926
TB2:S12162Taxa4_processed,ESMC_300M,102,130,0.7846153846153846,1.374382495880127,1.3805210590362549
TB2:S740_processed,ESMC_300M,25,25,1.0,0.4846832752227783,0.48602867126464844
TB2:S14421Taxa3_processed,ESMC_300M,86,92,0.9347826086956522,0.9920167922973633,0.9957032203674316
TB2:S11126Taxa2_processed,ESMC_300M,26,34,0.7647058823529411,0.4274106025695801,0.42903900146484375
TB2:S10485Taxa2_processed,ESMC_300M,32,34,0.9411764705882353,0.3975822925567627,0.39877915382385254
TB2:S1019Taxa9_processed,ESMC_300M,22,26,0.8461538461538461,0.34354209899902344,0.3445618152618408
TB2:S1723Taxa1_processed,ESMC_300M,65,69,0.9420289855072463,0.9743072986602783,0.9773600101470947
TB2:S1256Taxa5_processed,ESMC_300M,40,86,0.46511627906976744,1.0871658325195312,1.0909640789031982
TB2:S11936Taxa2_processed,ESMC_300M,107,127,0.84251968503937,1.4630694389343262,1.4690070152282715
